order-id,order-date,customer-id,product-name,product-category,quantity,sales
O0868,2025-01-30,C0862,Jeans,Clothing,3,221.73
O0869,2025-07-13,C0402,Watch,Accessories,6,997.41
O0870,2025-02-18,C0674,Office Chair,Furniture,7,1292.55
O0871,2025-11-17,C0056,Mouse,Electronics,4,129.01
O0872,2025-04-20,C0296,Jeans,Clothing,5,364.66
O0873,2025-06-24,C0724,Wallet,Accessories,6,283.66
O0874,2025-03-17,C0260,Wallet,Accessories,8,351.25
O0875,2025-04-29,C0494,T-Shirt,Clothing,8,279.36
O0876,2025-07-12,C0121,Air Fryer,Home Appliances,2,277.3
O0877,2025-01-19,C0411,Air Fryer,Home Appliances,1,140.34
O0878,2025-11-03,C0857,Backpack,Accessories,6,411.88
O0879,2025-10-03,C0876,Desk,Furniture,8,2050.12
O0880,2025-11-07,C0362,Jeans,Clothing,1,65.82
O0881,2025-03-28,C0811,Blender,Home Appliances,8,621.88
O0882,2025-08-22,C0808,Bookshelf,Furniture,4,595.51
O0883,2025-03-17,C0292,T-Shirt,Clothing,7,258.66
O0884,2025-06-30,C0905,Bookshelf,Furniture,4,559.11
O0885,2025-11-05,C0957,Mouse,Electronics,3,109.81
O0886,2025-09-26,C0586,Watch,Accessories,6,1069.49
O0887,2025-06-08,C0572,Desk,Furniture,7,1871.71
O0888,2025-11-22,C0210,Bookshelf,Furniture,5,726.7
O0889,2025-09-22,C0314,Air Fryer,Home Appliances,4,468.33
O0890,2025-06-01,C0545,Blender,Home Appliances,1,79.96
O0891,2025-12-17,C0207,Smartphone,Electronics,3,1900.31
O0892,2025-10-29,C0389,Headphones,Electronics,3,289.58
O0893,2025-10-18,C0745,Smartphone,Electronics,7,4317.2
O0894,2025-04-09,C0796,Headphones,Electronics,7,589.59
O0895,2025-08-07,C0499,T-Shirt,Clothing,8,296.28
O0896,2025-07-31,C0268,Air Fryer,Home Appliances,6,828.3
O0897,2025-11-24,C0477,Headphones,Electronics,6,588.21
O0898,2025-01-17,C0096,Blender,Home Appliances,4,289.77
O0899,2025-03-08,C0322,Monitor,Electronics,1,257.58
O0900,2025-01-06,C0274,Smartphone,Electronics,2,1336.38
O0901,2025-03-02,C0955,Jacket,Clothing,7,1120.35
O0902,2025-03-23,C0068,Keyboard,Electronics,6,335.25
O0903,2025-10-04,C0468,Backpack,Accessories,4,265.81
O0904,2025-03-21,C0866,Jeans,Clothing,6,386.18
O0905,2025-08-20,C0157,Wallet,Accessories,7,336.37
O0906,2025-04-14,C0423,Monitor,Electronics,2,553.03
O0907,2025-12-28,C0389,Bookshelf,Furniture,1,143.72
O0908,2025-07-03,C0748,Blender,Home Appliances,8,655.47
O0909,2025-09-23,C0729,Bookshelf,Furniture,5,684.75
O0910,2025-05-07,C0473,Desk,Furniture,1,235.19
O0911,2025-10-28,C0473,T-Shirt,Clothing,4,133.61
O0912,2025-03-06,C0556,Backpack,Accessories,4,246.41
O0913,2025-02-19,C0889,Watch,Accessories,6,1101.04
O0914,2025-01-15,C0940,Office Chair,Furniture,6,1149.06
O0915,2025-10-24,C0017,Bookshelf,Furniture,3,421.01
O0916,2025-12-22,C0111,Mouse,Electronics,1,31.83
O0917,2025-07-28,C0970,Jeans,Clothing,8,591.16
O0918,2025-06-07,C0049,Desk Lamp,Home & Office,8,345.49
O0919,2025-04-09,C0983,T-Shirt,Clothing,6,215.61
O0920,2025-10-19,C0742,Blender,Home Appliances,1,71.71
O0921,2025-06-13,C0973,Air Fryer,Home Appliances,8,1123.73
O0922,2025-09-19,C0691,Bookshelf,Furniture,3,387.31
O0923,2025-08-16,C0478,Wallet,Accessories,2,97.83
O0924,2025-03-28,C0098,T-Shirt,Clothing,1,37.71
O0925,2025-12-28,C0458,Wallet,Accessories,3,140.4
O0926,2025-06-25,C0025,Bookshelf,Furniture,2,273.87
O0927,2025-10-07,C0831,Jacket,Clothing,8,1253.86
O0928,2025-12-27,C0834,Watch,Accessories,3,532.73
O0929,2025-02-11,C0710,Air Fryer,Home Appliances,5,645.66
O0930,2025-11-11,C0170,Blender,Home Appliances,5,353.54
O0931,2025-01-02,C0436,Bookshelf,Furniture,7,1013.3
O0932,2025-01-30,C0566,Watch,Accessories,2,365.57
O0933,2025-08-09,C0358,Watch,Accessories,4,658.39
O0934,2025-07-24,C0195,Monitor,Electronics,8,2396.97
O0935,2025-05-25,C0489,Wallet,Accessories,8,349.81
O0936,2025-03-20,C0945,Mouse,Electronics,2,76.5
O0937,2025-05-01,C0624,Keyboard,Electronics,3,149.28
O0938,2025-06-02,C0806,Running Shoes,Clothing,1,113.58
O0939,2025-03-24,C0073,Keyboard,Electronics,2,100.57
O0940,2025-05-11,C0659,Wallet,Accessories,7,301.1
O0941,2025-11-02,C0331,Watch,Accessories,6,996.51
O0942,2025-07-09,C0826,Laptop,Electronics,5,4562.89
O0943,2025-04-11,C0992,Keyboard,Electronics,3,169.91
O0944,2025-08-05,C0828,Jeans,Clothing,8,581.63
O0945,2025-04-03,C0368,Desk Lamp,Home & Office,3,126.03
O0946,2025-02-22,C0159,Coffee Maker,Home Appliances,3,331.23
O0947,2025-02-12,C0510,Office Chair,Furniture,5,946.27
O0948,2025-12-18,C0965,Desk Lamp,Home & Office,1,40.25
O0949,2025-06-02,C0105,Bookshelf,Furniture,1,138.89
O0950,2025-10-12,C0804,Monitor,Electronics,6,1672.69
O0951,2025-04-26,C0889,Smartphone,Electronics,4,2441.42
O0952,2025-01-27,C0501,Monitor,Electronics,7,2152.28
O0953,2025-01-16,C0757,Air Fryer,Home Appliances,3,355.33
O0954,2025-09-05,C0304,Desk Lamp,Home & Office,1,40.29
O0955,2025-06-17,C0346,Jeans,Clothing,6,378.16
O0956,2025-10-03,C0979,Monitor,Electronics,3,871.08
O0957,2025-08-23,C0923,Desk Lamp,Home & Office,3,111.75
O0958,2025-04-29,C0423,Backpack,Accessories,2,138.75
O0959,2025-11-13,C0306,Smartphone,Electronics,2,1231.66
O0960,2025-04-23,C0996,Jeans,Clothing,3,221.44
O0961,2025-10-28,C0689,Watch,Accessories,8,1332.14
O0962,2025-04-19,C0666,Jeans,Clothing,4,277.26
O0963,2025-02-11,C0099,Running Shoes,Clothing,4,465.24
O0964,2025-12-28,C0587,Air Fryer,Home Appliances,3,398.44
O0965,2025-06-28,C0964,Air Fryer,Home Appliances,1,131.62
O0966,2025-07-03,C0169,Air Fryer,Home Appliances,6,773.41
O0967,2025-01-08,C0315,Air Fryer,Home Appliances,5,710.88
O0968,2025-09-01,C0976,Headphones,Electronics,7,572.97
O0969,2025-12-11,C0617,Monitor,Electronics,7,2145.5
O0970,2025-07-24,C0717,Keyboard,Electronics,3,175.48
O0971,2025-10-12,C0795,Wallet,Accessories,3,127.69
O0972,2025-04-13,C0473,Running Shoes,Clothing,1,120.2
O0973,2025-12-31,C0253,Watch,Accessories,3,493.19
O0974,2025-06-03,C0149,Office Chair,Furniture,1,196.38
O0975,2025-07-20,C0336,Wallet,Accessories,1,46.88
O0976,2025-02-07,C0447,Jacket,Clothing,7,978.49
O0977,2025-05-20,C0695,Jeans,Clothing,2,140.39
O0978,2025-08-21,C0502,Watch,Accessories,2,359.18
O0979,2025-11-13,C0327,Coffee Maker,Home Appliances,8,935.58
O0980,2025-09-18,C0662,Jacket,Clothing,3,457.77
O0981,2025-04-21,C0134,Air Fryer,Home Appliances,6,834.19
O0982,2025-03-03,C0832,Running Shoes,Clothing,7,821.64
O0983,2025-10-04,C0466,Desk Lamp,Home & Office,4,175.48
O0984,2025-09-09,C0213,Jeans,Clothing,2,148.96
O0985,2025-06-09,C0416,Monitor,Electronics,1,277.67
O0986,2025-12-11,C0699,Air Fryer,Home Appliances,4,530.36
O0987,2025-03-08,C0577,Office Chair,Furniture,3,528.76
O0988,2025-03-31,C0462,Headphones,Electronics,6,556.86
O0989,2025-12-06,C0366,Jeans,Clothing,3,219.86
O0990,2025-11-30,C0623,Desk,Furniture,2,541.08
O0991,2025-02-01,C0392,Keyboard,Electronics,7,412.14
O0992,2025-06-19,C0082,Blender,Home Appliances,7,566.09
O0993,2025-07-09,C0827,Laptop,Electronics,8,7055.72
O0994,2025-08-12,C0011,Jeans,Clothing,8,581.28
O0995,2025-01-10,C0744,Monitor,Electronics,5,1262.02
O0996,2025-09-10,C0851,Desk Lamp,Home & Office,4,160.22
O0997,2025-09-08,C0729,Air Fryer,Home Appliances,7,972.08
O0998,2025-06-05,C0312,Bookshelf,Furniture,1,136.84
O0999,2025-01-21,C0522,Coffee Maker,Home Appliances,2,223.99
O1000,2025-06-05,C0692,Running Shoes,Clothing,5,658.08
